Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh,newStrat_rankMA50,newStrat_rankMA200
0069,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$42582,True,5.19%,-22.69%,0.23,12.98,164,50.61%,2.51%,12.30%,7.52%,120.54,65.25,1.61,12.54%,0.68,93.38%,119.72%,93.83%,121.16%,40.02%,11.88%,7.70%,0.00%,0.00%,-22.69%,-22.17%,-13.10%,-11.01%,-12.87%,0.47,0.27,250,200,10,0.02,50,200
0070,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$37290,True,4.58%,-19.54%,0.23,7.61,193,43.52%,1.83%,10.31%,4.71%,119.52,45.84,1.61,9.15%,0.79,88.26%,113.66%,88.77%,114.99%,15.88%,5.04%,3.71%,0.00%,0.00%,-19.54%,-10.83%,-9.91%,-5.67%,-4.48%,0.81,0.34,250,200,10,0.015,50,200
0071,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$44730,True,5.35%,-16.17%,0.33,6.26,188,44.15%,2.12%,10.16%,4.23%,122.29,47.29,1.81,8.89%,0.95,88.43%,113.65%,88.94%,115.42%,16.67%,5.27%,3.67%,0.00%,0.00%,-16.17%,-10.86%,-9.18%,-4.67%,-3.54%,1.15,0.44,250,200,12,0.015,50,200
0072,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$44730,True,5.35%,-16.17%,0.33,6.26,188,44.15%,2.12%,10.16%,4.23%,122.29,47.29,1.81,8.89%,0.95,88.43%,113.65%,88.94%,115.42%,16.67%,5.27%,3.67%,0.00%,0.00%,-16.17%,-10.86%,-9.18%,-4.67%,-3.54%,1.15,0.44,250,250,12,0.015,50,200
0073,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$24243,True,3.16%,-26.38%,0.12,12.81,159,48.43%,1.68%,14.56%,10.42%,130.81,66.87,1.26,14.73%,0.40,94.00%,121.44%,94.40%,121.98%,34.25%,10.32%,3.89%,0.00%,0.00%,-26.38%,-23.34%,-22.83%,-10.69%,-11.66%,0.30,0.13,250,225,8,0.025,50,200
0074,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$45572,True,5.45%,-24.63%,0.22,13.19,221,44.80%,2.00%,13.58%,7.40%,101.55,43.07,1.39,13.34%,0.69,93.29%,118.14%,93.73%,119.68%,33.00%,9.97%,2.49%,0.00%,0.00%,-24.63%,-24.18%,-21.00%,-10.87%,-11.09%,0.50,0.23,150,225,8,0.025,50,200
0075,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$14714,True,2.07%,-24.64%,0.08,12.6,230,45.65%,0.79%,9.48%,6.51%,94.50,44.06,1.17,10.56%,0.35,91.79%,115.61%,92.30%,117.68%,29.47%,8.99%,1.01%,0.00%,0.00%,-24.64%,-17.39%,-5.58%,-10.87%,-10.60%,0.19,0.13,150,225,11,0.02,50,200
0076,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$21520,True,2.89%,-22.13%,0.13,11.6,225,44.89%,1.09%,10.39%,6.49%,96.47,46.06,1.25,10.79%,0.46,92.17%,115.99%,92.67%,118.11%,30.94%,9.40%,1.37%,0.00%,0.00%,-22.13%,-17.51%,-5.74%,-9.76%,-9.83%,0.30,0.19,150,225,9,0.02,50,200
0077,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$14614,True,2.06%,-25.93%,0.08,13.65,230,44.78%,0.79%,9.85%,6.55%,95.65,43.97,1.17,10.60%,0.34,92.03%,115.23%,92.54%,117.29%,29.96%,9.13%,1.31%,0.00%,0.00%,-25.93%,-17.30%,-5.74%,-11.86%,-11.62%,0.17,0.13,150,225,10,0.02,50,200
0078,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$42582,True,5.19%,-22.69%,0.23,12.98,164,50.61%,2.51%,12.30%,7.52%,120.54,65.25,1.61,12.54%,0.68,93.38%,119.72%,93.83%,121.16%,40.02%,11.88%,7.70%,0.00%,0.00%,-22.69%,-22.17%,-13.10%,-11.01%,-12.87%,0.47,0.27,250,225,10,0.02,50,200
0079,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$28041,True,3.50%,-24.03%,0.15,13.53,188,48.94%,1.55%,10.80%,7.31%,109.35,54.73,1.39,11.40%,0.53,91.98%,118.49%,92.47%,121.23%,43.01%,12.67%,5.29%,0.00%,0.00%,-24.03%,-16.33%,-10.69%,-11.57%,-12.79%,0.30,0.21,200,225,10,0.02,50,200
0080,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$172137,True,14.97%,-49.04%,0.31,26.43,164,38.41%,7.47%,44.42%,15.58%,149.54,63.50,1.70,33.02%,0.91,105.48%,149.26%,105.63%,154.07%,88.53%,23.54%,22.82%,0.00%,0.00%,-49.04%,-42.37%,-29.67%,-22.56%,-25.14%,0.66,0.37,175,150,10,0.05,50,200
0081,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$185657,True,15.55%,-52.55%,0.30,29.12,138,42.03%,10.85%,48.37%,16.36%,166.36,72.67,1.77,29.67%,0.97,97.55%,132.39%,97.71%,137.61%,94.78%,24.89%,19.03%,0.00%,0.00%,-52.55%,-40.59%,-33.49%,-23.83%,-23.63%,0.65,0.37,200,225,10,0.05,50,200
0082,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$114336,True,11.04%,-53.46%,0.21,30.28,140,39.29%,8.40%,46.70%,16.39%,168.53,72.93,1.54,29.35%,0.77,97.89%,132.39%,98.05%,136.92%,81.87%,22.06%,14.32%,0.00%,0.00%,-53.46%,-42.79%,-34.22%,-25.10%,-26.31%,0.44,0.25,200,225,9,0.05,50,200
0083,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$46365,True,5.53%,-25.35%,0.22,9.71,196,46.94%,2.42%,14.55%,8.30%,112.05,52.38,1.42,13.58%,0.69,94.27%,125.51%,94.70%,127.22%,35.67%,10.70%,4.44%,0.00%,0.00%,-25.35%,-17.25%,-17.14%,-7.59%,-6.57%,0.73,0.28,175,250,9,0.025,50,200
0084,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$14668,True,2.07%,-24.60%,0.08,10.86,207,46.86%,0.91%,11.93%,8.81%,106.19,49.46,1.14,12.80%,0.32,93.10%,121.28%,93.57%,123.21%,18.15%,5.72%,0.12%,0.00%,0.00%,-24.60%,-18.75%,-17.92%,-8.90%,-9.63%,0.23,0.10,175,250,12,0.025,50,200
0085,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$17883,True,2.36%,-29.44%,0.08,13.27,181,45.30%,1.44%,15.02%,9.81%,116.76,60.23,1.17,14.01%,0.34,92.89%,120.36%,93.32%,125.24%,35.77%,10.73%,3.52%,0.00%,0.00%,-29.44%,-21.77%,-9.64%,-11.08%,-12.52%,0.21,0.12,200,250,8,0.025,50,200
0086,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$17883,True,2.36%,-29.44%,0.08,13.27,181,45.30%,1.44%,15.02%,9.81%,116.76,60.23,1.17,14.01%,0.34,92.89%,120.36%,93.32%,125.24%,35.77%,10.73%,3.52%,0.00%,0.00%,-29.44%,-21.77%,-9.64%,-11.08%,-12.52%,0.21,0.12,200,225,8,0.025,50,200
0087,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,($1990),True,-0.18%,-32.04%,-0.01,15.05,163,47.85%,0.12%,11.56%,10.37%,121.08,67.02,0.98,14.11%,0.08,93.64%,119.70%,94.06%,124.95%,7.19%,2.34%,-0.98%,0.00%,0.00%,-32.04%,-24.79%,-23.14%,-13.11%,-14.94%,-0.01,-0.01,250,225,9,0.025,50,200
0088,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$49142,True,5.79%,-19.09%,0.30,7.33,183,44.26%,2.43%,11.65%,4.89%,123.04,50.79,1.83,8.92%,1.01,88.88%,113.85%,89.40%,115.69%,26.57%,8.17%,5.40%,0.00%,0.00%,-19.09%,-9.94%,-8.62%,-5.39%,-4.12%,1.07,0.46,250,175,9,0.015,50,200
0089,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$30204,True,3.80%,-52.67%,0.07,31.14,131,42.75%,3.96%,35.69%,19.73%,170.77,78.85,1.17,27.61%,0.41,101.45%,132.94%,101.66%,136.87%,54.84%,15.69%,6.00%,0.00%,0.00%,-52.67%,-49.47%,-40.15%,-26.96%,-27.62%,0.14,0.08,250,175,9,0.045,50,200
0090,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,($1990),True,-0.18%,-32.04%,-0.01,15.05,163,47.85%,0.12%,11.56%,10.37%,121.08,67.02,0.98,14.11%,0.08,93.64%,119.70%,94.06%,124.95%,7.19%,2.34%,-0.98%,0.00%,0.00%,-32.04%,-24.79%,-23.14%,-13.11%,-14.94%,-0.01,-0.01,250,175,9,0.025,50,200
0091,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$75380,True,8.14%,-39.88%,0.20,24.47,153,43.79%,4.76%,26.20%,11.94%,153.09,62.08,1.52,20.02%,0.73,96.50%,131.69%,96.77%,134.10%,47.05%,13.72%,6.20%,0.00%,0.00%,-39.88%,-25.02%,-18.39%,-21.18%,-22.33%,0.38,0.29,200,150,9,0.035,50,200
0092,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$122725,True,11.63%,-26.95%,0.43,13.11,198,44.44%,4.66%,22.21%,9.39%,115.34,48.50,1.72,18.45%,1.07,96.81%,126.72%,97.11%,129.81%,35.31%,10.60%,7.13%,0.00%,0.00%,-26.95%,-24.45%,-24.17%,-10.61%,-9.70%,1.10,0.46,150,150,9,0.035,50,200
0093,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$48759,True,5.60%,-26.98%,0.21,15.18,210,45.24%,2.30%,15.84%,8.89%,106.64,46.57,1.40,15.17%,0.67,94.68%,113.84%,95.07%,118.42%,34.53%,10.39%,2.95%,0.00%,0.00%,-26.98%,-22.35%,-22.03%,-13.04%,-14.38%,0.43,0.24,150,150,12,0.03,50,200
0094,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$30353,True,3.76%,-24.99%,0.15,14.14,175,45.71%,2.00%,15.90%,9.71%,125.01,57.76,1.30,13.67%,0.50,93.49%,126.56%,93.91%,132.44%,40.80%,12.08%,4.20%,0.00%,0.00%,-24.99%,-22.40%,-6.15%,-12.24%,-13.98%,0.31,0.21,200,150,12,0.025,50,200
0095,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$7876,True,1.21%,-30.91%,0.04,13.54,156,47.44%,0.70%,12.54%,9.97%,133.76,68.02,1.09,14.26%,0.22,94.12%,118.75%,94.53%,123.06%,6.36%,2.08%,1.25%,0.00%,0.00%,-30.91%,-24.97%,-8.22%,-11.77%,-13.20%,0.10,0.06,250,150,11,0.025,50,200
0096,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$7876,True,1.21%,-30.91%,0.04,13.54,156,47.44%,0.70%,12.54%,9.97%,133.76,68.02,1.09,14.26%,0.22,94.12%,118.75%,94.53%,123.06%,6.36%,2.08%,1.25%,0.00%,0.00%,-30.91%,-24.97%,-8.22%,-11.77%,-13.20%,0.10,0.06,250,200,11,0.025,50,200
0097,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$35526,True,4.45%,-23.97%,0.19,14.15,168,48.21%,2.12%,12.39%,7.44%,115.67,67.86,1.50,12.58%,0.60,93.72%,119.70%,94.18%,121.14%,37.28%,11.14%,6.34%,0.00%,0.00%,-23.97%,-22.21%,-13.10%,-12.22%,-15.03%,0.36,0.23,250,200,11,0.02,50,200
0098,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$14714,True,2.07%,-24.64%,0.08,12.6,230,45.65%,0.79%,9.48%,6.51%,94.50,44.06,1.17,10.56%,0.35,91.79%,115.61%,92.30%,117.68%,29.47%,8.99%,1.01%,0.00%,0.00%,-24.64%,-17.39%,-5.58%,-10.87%,-10.60%,0.19,0.13,150,200,11,0.02,50,200
0099,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$31193,True,3.98%,-17.34%,0.23,8.23,200,48.00%,1.54%,9.86%,6.14%,101.82,53.62,1.45,10.94%,0.59,91.93%,118.29%,92.43%,121.79%,34.79%,10.46%,4.05%,0.00%,0.00%,-17.34%,-15.25%,-10.96%,-6.88%,-6.95%,0.58,0.27,175,200,11,0.02,50,200
0100,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$40703,True,5.00%,-16.96%,0.29,7.95,201,47.26%,1.92%,11.32%,6.50%,105.60,51.42,1.53,11.26%,0.70,92.80%,118.21%,93.28%,121.53%,44.34%,13.01%,5.50%,0.00%,0.00%,-16.96%,-16.15%,-10.96%,-6.56%,-6.22%,0.76,0.34,175,175,10,0.02,50,200
0101,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$51324,True,6.06%,-18.03%,0.34,8.38,196,49.49%,2.37%,11.40%,6.47%,105.90,51.57,1.69,11.26%,0.84,91.78%,118.02%,92.27%,121.42%,47.38%,13.80%,6.66%,0.00%,0.00%,-18.03%,-17.97%,-10.96%,-6.84%,-7.14%,0.89,0.39,175,175,8,0.02,50,200
0102,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$51324,True,6.06%,-18.03%,0.34,8.38,196,49.49%,2.37%,11.40%,6.47%,105.90,51.57,1.69,11.26%,0.84,91.78%,118.02%,92.27%,121.42%,47.38%,13.80%,6.66%,0.00%,0.00%,-18.03%,-17.97%,-10.96%,-6.84%,-7.14%,0.89,0.39,175,225,8,0.02,50,200
0103,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$51324,True,6.06%,-18.03%,0.34,8.38,196,49.49%,2.37%,11.40%,6.47%,105.90,51.57,1.69,11.26%,0.84,91.78%,118.02%,92.27%,121.42%,47.38%,13.80%,6.66%,0.00%,0.00%,-18.03%,-17.97%,-10.96%,-6.84%,-7.14%,0.89,0.39,175,150,8,0.02,50,200
0104,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$49594,True,5.70%,-27.35%,0.21,13.68,185,47.03%,2.84%,17.14%,9.84%,119.63,50.58,1.41,15.88%,0.65,94.77%,119.24%,95.14%,121.00%,37.16%,11.11%,3.05%,0.00%,0.00%,-27.35%,-26.34%,-23.01%,-11.23%,-11.42%,0.51,0.22,175,150,8,0.03,50,200
0105,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$49594,True,5.70%,-27.35%,0.21,13.68,185,47.03%,2.84%,17.14%,9.84%,119.63,50.58,1.41,15.88%,0.65,94.77%,119.24%,95.14%,121.00%,37.16%,11.11%,3.05%,0.00%,0.00%,-27.35%,-26.34%,-23.01%,-11.23%,-11.42%,0.51,0.22,175,225,8,0.03,50,200
0106,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$29848,True,3.65%,-36.86%,0.10,19.71,149,44.97%,2.31%,19.93%,12.09%,130.39,80.77,1.26,18.07%,0.44,99.02%,124.86%,99.35%,127.80%,31.64%,9.60%,0.03%,0.00%,0.00%,-36.86%,-35.28%,-33.01%,-16.86%,-16.98%,0.22,0.10,250,225,8,0.03,50,200
0107,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$69225,True,7.52%,-24.85%,0.30,12.5,209,44.50%,2.98%,17.35%,8.55%,109.96,46.09,1.49,15.91%,0.81,96.45%,120.87%,96.82%,123.49%,30.97%,9.41%,3.64%,0.00%,0.00%,-24.85%,-23.34%,-22.84%,-9.99%,-9.89%,0.75,0.32,150,225,8,0.03,50,200
0108,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$28326,True,3.62%,-18.85%,0.19,8.9,248,42.74%,1.19%,8.67%,4.39%,97.52,34.00,1.38,8.33%,0.66,86.49%,107.13%,87.01%,108.07%,17.07%,5.39%,0.28%,0.00%,0.00%,-18.85%,-17.76%,-8.07%,-6.69%,-4.39%,0.54,0.24,150,250,8,0.015,50,200
0109,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$28396,True,3.62%,-16.86%,0.21,7.84,253,42.69%,1.14%,8.11%,4.04%,97.19,31.04,1.40,7.93%,0.70,85.70%,107.46%,86.21%,108.68%,14.27%,4.55%,-0.08%,0.00%,0.00%,-16.86%,-14.64%,-9.77%,-6.05%,-4.76%,0.60,0.26,150,225,11,0.015,50,200
0110,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$55014,True,6.36%,-16.35%,0.39,6.03,184,46.20%,2.61%,10.54%,4.19%,119.79,49.93,2.09,8.80%,1.12,88.33%,113.57%,88.85%,115.82%,27.62%,8.47%,5.53%,0.00%,0.00%,-16.35%,-10.36%,-7.64%,-4.33%,-3.08%,1.47,0.56,250,225,11,0.015,50,200
0111,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$71383,True,7.84%,-48.07%,0.16,28.3,198,41.41%,4.39%,32.52%,15.50%,121.59,50.87,1.29,29.95%,0.61,101.31%,137.14%,101.47%,140.37%,61.02%,17.21%,10.87%,0.00%,0.00%,-48.07%,-44.53%,-30.35%,-24.12%,-25.23%,0.33,0.19,150,225,11,0.05,50,200
0112,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$31978,True,4.00%,-39.38%,0.10,23.6,202,44.06%,2.08%,23.04%,14.43%,113.57,50.95,1.16,24.42%,0.42,99.18%,130.92%,99.40%,134.50%,20.93%,6.54%,3.04%,0.00%,0.00%,-39.38%,-23.98%,-19.39%,-21.05%,-23.06%,0.19,0.14,150,225,11,0.045,50,200
0113,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$16322,True,2.26%,-23.74%,0.10,12.32,230,45.65%,0.86%,9.73%,6.59%,95.46,42.97,1.19,10.62%,0.37,91.52%,114.33%,92.02%,116.28%,29.28%,8.94%,1.13%,0.00%,0.00%,-23.74%,-18.09%,-5.72%,-10.66%,-10.33%,0.21,0.14,150,225,12,0.02,50,200
0114,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$16322,True,2.26%,-23.74%,0.10,12.32,230,45.65%,0.86%,9.73%,6.59%,95.46,42.97,1.19,10.62%,0.37,91.52%,114.33%,92.02%,116.28%,29.28%,8.94%,1.13%,0.00%,0.00%,-23.74%,-18.09%,-5.72%,-10.66%,-10.33%,0.21,0.14,150,200,12,0.02,50,200
0115,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$39032,True,4.82%,-17.34%,0.28,9.28,201,48.26%,1.89%,10.57%,6.21%,102.72,51.86,1.55,10.90%,0.70,91.61%,117.70%,92.11%,120.74%,46.48%,13.57%,5.34%,0.00%,0.00%,-17.34%,-15.75%,-10.59%,-7.75%,-7.72%,0.62,0.33,175,150,12,0.02,50,200
0116,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$31193,True,3.98%,-17.34%,0.23,8.23,200,48.00%,1.54%,9.86%,6.14%,101.82,53.62,1.45,10.94%,0.59,91.93%,118.29%,92.43%,121.79%,34.79%,10.46%,4.05%,0.00%,0.00%,-17.34%,-15.25%,-10.96%,-6.88%,-6.95%,0.58,0.27,175,150,11,0.02,50,200
0117,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$1939,True,0.41%,-24.20%,0.02,14.47,188,45.21%,0.24%,9.23%,7.18%,108.60,58.73,1.03,11.86%,0.12,92.08%,115.67%,92.56%,120.05%,18.04%,5.68%,0.01%,0.00%,0.00%,-24.20%,-22.37%,-7.28%,-12.98%,-14.25%,0.03,0.02,225,150,11,0.02,50,200
0118,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$45279,True,5.40%,-15.95%,0.34,7.27,198,45.45%,2.12%,10.03%,4.47%,114.97,42.44,1.76,7.89%,1.05,86.23%,115.47%,86.74%,117.26%,25.57%,7.88%,2.54%,0.00%,0.00%,-15.95%,-12.61%,-7.53%,-5.54%,-4.38%,0.98,0.45,225,150,11,0.015,50,200
0119,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$71383,True,7.84%,-48.07%,0.16,28.3,198,41.41%,4.39%,32.52%,15.50%,121.59,50.87,1.29,29.95%,0.61,101.31%,137.14%,101.47%,140.37%,61.02%,17.21%,10.87%,0.00%,0.00%,-48.07%,-44.53%,-30.35%,-24.12%,-25.23%,0.33,0.19,150,150,11,0.05,50,200
0120,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$71383,True,7.84%,-48.07%,0.16,28.3,198,41.41%,4.39%,32.52%,15.50%,121.59,50.87,1.29,29.95%,0.61,101.31%,137.14%,101.47%,140.37%,61.02%,17.21%,10.87%,0.00%,0.00%,-48.07%,-44.53%,-30.35%,-24.12%,-25.23%,0.33,0.19,150,175,11,0.05,50,200
0121,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$67523,True,7.46%,-39.98%,0.19,20.77,150,46.00%,4.75%,25.57%,12.98%,151.87,62.96,1.42,20.03%,0.68,96.14%,127.06%,96.41%,130.36%,22.22%,6.92%,4.33%,0.00%,0.00%,-39.98%,-27.64%,-13.05%,-17.44%,-17.83%,0.43,0.28,200,175,11,0.035,50,200
0122,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$67523,True,7.46%,-39.98%,0.19,20.77,150,46.00%,4.75%,25.57%,12.98%,151.87,62.96,1.42,20.03%,0.68,96.14%,127.06%,96.41%,130.36%,22.22%,6.92%,4.33%,0.00%,0.00%,-39.98%,-27.64%,-13.05%,-17.44%,-17.83%,0.43,0.28,200,250,11,0.035,50,200
0123,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$67523,True,7.46%,-39.98%,0.19,20.77,150,46.00%,4.75%,25.57%,12.98%,151.87,62.96,1.42,20.03%,0.68,96.14%,127.06%,96.41%,130.36%,22.22%,6.92%,4.33%,0.00%,0.00%,-39.98%,-27.64%,-13.05%,-17.44%,-17.83%,0.43,0.28,200,225,11,0.035,50,200
0124,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$87369,True,8.95%,-35.67%,0.25,17.24,163,44.17%,4.78%,24.93%,11.16%,139.12,58.09,1.55,19.84%,0.82,96.61%,122.52%,96.87%,126.08%,27.52%,8.44%,6.17%,0.00%,0.00%,-35.67%,-32.28%,-17.42%,-14.17%,-13.59%,0.63,0.31,175,225,11,0.035,50,200
0125,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$36087,True,4.52%,-24.92%,0.18,10.08,201,45.77%,2.01%,14.55%,8.58%,109.71,51.17,1.33,13.01%,0.59,93.76%,122.43%,94.20%,124.23%,39.58%,11.76%,3.58%,0.00%,0.00%,-24.92%,-18.35%,-17.92%,-8.19%,-8.33%,0.55,0.22,175,225,11,0.025,50,200
0126,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$36087,True,4.52%,-24.92%,0.18,10.08,201,45.77%,2.01%,14.55%,8.58%,109.71,51.17,1.33,13.01%,0.59,93.76%,122.43%,94.20%,124.23%,39.58%,11.76%,3.58%,0.00%,0.00%,-24.92%,-18.35%,-17.92%,-8.19%,-8.33%,0.55,0.22,175,150,11,0.025,50,200
0127,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$18360,True,2.38%,-25.51%,0.09,15.2,179,44.13%,1.38%,15.83%,10.04%,122.66,58.07,1.17,13.83%,0.35,93.86%,129.21%,94.29%,135.40%,30.47%,9.27%,2.20%,0.00%,0.00%,-25.51%,-24.53%,-10.22%,-13.21%,-14.77%,0.18,0.12,200,150,11,0.025,50,200
0128,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$31494,True,3.81%,-31.90%,0.12,14.45,155,42.58%,2.19%,17.71%,9.32%,129.17,75.72,1.35,15.93%,0.48,93.55%,120.66%,93.90%,121.50%,37.93%,11.32%,4.07%,0.00%,0.00%,-31.90%,-23.10%,-7.58%,-12.19%,-13.35%,0.31,0.18,225,175,11,0.03,50,200
0129,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1883,$28850,True,3.66%,-31.10%,0.12,16.78,169,41.42%,2.06%,18.45%,9.53%,121.46,65.40,1.29,15.84%,0.46,91.76%,123.85%,92.12%,125.36%,46.98%,13.70%,3.06%,0.00%,0.00%,-31.10%,-28.54%,-23.34%,-14.05%,-14.11%,0.26,0.13,200,175,10,0.03,50,200
0130,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$24880,True,3.07%,-28.18%,0.11,15.29,187,44.39%,1.63%,15.64%,9.56%,118.60,52.58,1.22,15.10%,0.42,93.70%,114.94%,94.07%,118.21%,23.61%,7.32%,0.81%,0.00%,0.00%,-28.18%,-26.95%,-24.93%,-13.15%,-14.16%,0.23,0.12,175,175,10,0.03,50,200
0131,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$24880,True,3.07%,-28.18%,0.11,15.29,187,44.39%,1.63%,15.64%,9.56%,118.60,52.58,1.22,15.10%,0.42,93.70%,114.94%,94.07%,118.21%,23.61%,7.32%,0.81%,0.00%,0.00%,-28.18%,-26.95%,-24.93%,-13.15%,-14.16%,0.23,0.12,175,150,10,0.03,50,200
0132,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$28545,True,3.49%,-28.20%,0.12,14.41,183,45.90%,1.85%,15.38%,9.63%,119.02,54.14,1.26,15.12%,0.46,93.74%,114.94%,94.12%,118.19%,19.61%,6.15%,1.39%,0.00%,0.00%,-28.20%,-24.93%,-24.39%,-12.35%,-13.33%,0.28,0.13,175,150,12,0.03,50,200
0133,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$55950,True,6.29%,-32.97%,0.19,14.83,143,45.45%,3.51%,19.80%,10.06%,132.95,84.13,1.57,17.05%,0.67,96.12%,125.11%,96.45%,125.57%,37.09%,11.09%,4.50%,0.00%,0.00%,-32.97%,-27.28%,-26.67%,-11.78%,-10.60%,0.53,0.22,250,150,12,0.03,50,200
0134,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$31107,True,3.90%,-42.97%,0.09,19.54,130,44.62%,2.50%,26.88%,17.14%,168.19,79.67,1.20,23.05%,0.42,101.74%,139.92%,101.96%,146.90%,10.26%,3.31%,-0.04%,0.00%,0.00%,-42.97%,-29.73%,-28.35%,-16.93%,-16.18%,0.23,0.12,250,200,12,0.04,50,200
0135,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$40880,True,4.89%,-47.33%,0.10,28.89,133,42.86%,3.83%,30.60%,16.25%,172.46,75.50,1.29,22.44%,0.49,100.45%,130.16%,100.66%,140.24%,62.99%,17.68%,4.38%,0.00%,0.00%,-47.33%,-28.81%,-27.65%,-25.22%,-25.36%,0.19,0.14,250,200,8,0.04,50,200
0136,newStrat Backtest Stats,2019/01/01 - 2026/04/28,1884,$25807,True,3.31%,-47.70%,0.07,29.35,132,42.42%,3.11%,31.39%,17.73%,171.62,76.29,1.17,22.66%,0.38,99.57%,133.29%,99.78%,138.65%,49.30%,14.29%,2.10%,0.00%,0.00%,-47.70%,-32.11%,-10.41%,-25.91%,-25.42%,0.13,0.11,250,200,10,0.04,50,200
