Test,Name,Dates,Periods,NetProfit,Comp,ROR,MaxDD,MAR,UI,Trades,PctWins,Expectancy,AvgWin,AvgLoss,WinLen,LossLen,ProfitFactor,Volatility,Sortino,AvgExp,MaxExp,AvgUse,MaxUse,ROR1y,ROR3y,ROR5y,ROR10y,ROR15y,MaxDD1,MaxDD2,MaxDD3,AvgDD,MedDD,AvgMAR,ClusterMAR,newStrat_LongTermLookback,newStrat_OneYearLookback,newStrat_atrLength,newStrat_atrTresh
0557,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 98406219,TRUE,30.38%,-57.93%,0.52,21.08,421,47.98%,21.63%,63.49%,16.99%,197.16,60.84,2.17,26.65%,1.73,100.22%,145.14%,100.25%,171.17%,37.78%,11.27%,17.29%,26.28%,16.83%,-57.93%,-48.30%,-37.83%,-16.09%,-13.72%,1.89,0.63,175,175,10,0.055
0556,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 106480084,TRUE,30.74%,-59.53%,0.52,23.64,503,48.11%,18.65%,54.85%,14.92%,162.14,54.21,2.22,26.78%,1.72,99.89%,139.96%,99.92%,180.07%,111.22%,28.31%,21.19%,28.53%,18.21%,-59.53%,-49.22%,-33.52%,-18.19%,-15.09%,1.69,0.65,150,175,10,0.055
0555,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 49908393,TRUE,27.15%,-64.99%,0.42,25.2,300,49.33%,34.05%,89.72%,20.17%,264.84,98.34,2.06,27.54%,1.53,100.99%,143.29%,101.01%,185.16%,55.50%,15.85%,5.85%,19.66%,12.71%,-64.99%,-50.02%,-42.52%,-19.95%,-17.90%,1.36,0.52,250,150,10,0.055
0554,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 51330587,TRUE,27.17%,-66.00%,0.41,25.56,334,47.01%,25.67%,75.55%,18.57%,246.77,88.09,2.27,26.96%,1.57,100.12%,151.51%,100.15%,182.72%,23.92%,7.41%,20.53%,26.70%,17.09%,-66.00%,-53.48%,-37.42%,-19.29%,-14.93%,1.41,0.52,225,150,10,0.055
0553,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 95441213,TRUE,30.24%,-64.13%,0.47,24.17,363,45.73%,27.24%,80.27%,17.44%,226.52,79.43,2.37,27.78%,1.67,100.06%,142.81%,100.08%,175.33%,39.09%,11.63%,17.93%,23.80%,15.29%,-64.13%,-44.80%,-42.11%,-18.87%,-18.59%,1.6,0.6,200,150,10,0.055
0552,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 87539218,TRUE,29.80%,-51.42%,0.58,19.76,425,45.88%,20.71%,65.46%,17.22%,194.54,67.33,2.48,26.77%,1.73,101.30%,141.84%,101.33%,153.32%,82.68%,22.24%,30.55%,29.64%,18.89%,-51.42%,-40.38%,-36.18%,-15.10%,-12.86%,1.97,0.7,175,150,10,0.055
0551,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 260781019,TRUE,35.32%,-54.92%,0.64,20.53,479,46.97%,23.45%,68.11%,16.11%,172.45,57.56,2.03,27.99%,1.87,101.14%,148.64%,101.16%,168.29%,75.02%,20.51%,27.52%,32.72%,20.77%,-54.92%,-47.43%,-43.71%,-15.64%,-12.99%,2.26,0.73,150,150,10,0.055
0550,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 43475814,TRUE,26.46%,-61.63%,0.43,21.23,322,45.03%,31.58%,92.90%,18.66%,270.51,86.02,2.14,28.37%,1.48,104.11%,154.11%,104.12%,203.44%,69.84%,19.31%,7.27%,18.33%,11.87%,-61.63%,-41.33%,-40.37%,-16.84%,-15.89%,1.57,0.55,250,250,9,0.055
0549,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 49118192,TRUE,26.96%,-58.45%,0.46,20.66,355,42.82%,29.88%,92.05%,16.66%,260.47,76.74,1.79,27.70%,1.53,102.98%,154.03%,102.98%,199.82%,13.60%,4.34%,0.69%,17.14%,11.12%,-58.45%,-46.56%,-39.66%,-16.11%,-14.80%,1.67,0.56,225,250,9,0.055
0548,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 45071608,TRUE,26.54%,-52.97%,0.5,18.84,380,43.95%,26.59%,79.89%,15.20%,229.66,67.02,1.84,26.34%,1.56,100.94%,145.53%,100.94%,179.78%,36.06%,10.81%,-0.11%,17.02%,11.05%,-52.97%,-41.93%,-39.85%,-14.55%,-12.40%,1.82,0.59,200,250,9,0.055
0547,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 78035769,TRUE,29.24%,-51.62%,0.57,17.75,468,41.88%,20.90%,69.02%,13.78%,199.42,51.29,1.83,26.71%,1.66,100.72%,158.86%,100.73%,164.00%,32.25%,9.77%,15.45%,21.59%,13.92%,-51.62%,-39.07%,-39.06%,-13.40%,-10.88%,2.18,0.68,175,250,9,0.055
0546,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 95206751,TRUE,30.24%,-50.31%,0.6,19.43,536,39.93%,17.91%,65.09%,13.45%,177.43,47.34,1.82,26.53%,1.71,100.60%,147.24%,100.60%,165.92%,87.30%,23.27%,14.66%,25.55%,16.38%,-50.31%,-49.47%,-39.10%,-14.88%,-13.12%,2.03,0.65,150,250,9,0.055
0545,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 35576076,TRUE,25.49%,-66.66%,0.38,25.42,318,46.23%,29.70%,85.71%,18.45%,266.48,91.84,2.34,28.22%,1.44,103.08%,161.77%,103.09%,194.34%,86.69%,23.13%,8.48%,21.62%,13.94%,-66.66%,-45.13%,-44.02%,-20.25%,-17.98%,1.26,0.49,250,225,9,0.055
0544,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 36110710,TRUE,25.48%,-61.66%,0.41,18.81,358,44.69%,24.04%,75.03%,17.17%,245.87,78.3,2.09,26.89%,1.48,101.99%,155.68%,102.01%,187.23%,45.31%,13.27%,9.56%,19.99%,12.92%,-61.66%,-43.95%,-41.67%,-14.73%,-14.21%,1.73,0.52,225,225,9,0.055
0543,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 112522253,TRUE,31.08%,-59.83%,0.52,21.66,383,48.56%,28.92%,75.74%,15.29%,217.06,65.78,2.56,27.60%,1.71,100.23%,146.19%,100.24%,188.54%,75.64%,20.65%,14.48%,23.61%,15.18%,-59.83%,-39.34%,-38.82%,-16.90%,-15.70%,1.84,0.68,200,225,9,0.055
0542,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 27602542,TRUE,24.19%,-58.04%,0.42,19.63,462,41.77%,16.96%,61.46%,14.96%,196.81,56.49,1.5,25.81%,1.46,99.70%,145.45%,99.73%,173.34%,-8.43%,-2.89%,1.18%,14.58%,9.50%,-58.04%,-44.68%,-40.76%,-15.07%,-13.32%,1.61,0.51,175,225,9,0.055
0541,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 70103038,TRUE,28.68%,-58.25%,0.49,21.39,517,41.01%,17.84%,64.00%,14.25%,177.59,51.88,1.67,26.84%,1.62,100.53%,146.10%,100.54%,181.27%,43.12%,12.69%,10.57%,24.84%,15.94%,-58.25%,-45.63%,-39.85%,-16.63%,-14.69%,1.72,0.6,150,225,9,0.055
0540,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 60050788,TRUE,28.05%,-52.64%,0.53,17.92,304,52.63%,33.80%,82.13%,19.91%,259.41,93.1,2.94,28.13%,1.56,103.41%,149.67%,103.42%,186.56%,106.01%,27.24%,16.43%,26.94%,17.24%,-52.64%,-44.92%,-42.03%,-14.11%,-12.97%,1.99,0.6,250,200,9,0.055
0539,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 28992423,TRUE,24.43%,-61.58%,0.4,21.99,338,44.08%,23.90%,77.40%,18.28%,264.17,82.25,1.9,26.66%,1.46,101.88%,143.50%,101.89%,171.23%,32.72%,9.89%,6.16%,19.54%,12.64%,-61.58%,-49.85%,-40.30%,-17.39%,-16.23%,1.4,0.48,225,200,9,0.055
0538,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 96834102,TRUE,30.33%,-60.99%,0.5,22.71,366,46.99%,26.70%,74.82%,15.97%,231.17,71.06,2.3,26.13%,1.75,99.83%,144.69%,99.84%,184.36%,42.33%,12.49%,13.06%,26.93%,17.23%,-60.99%,-42.54%,-39.44%,-17.34%,-14.25%,1.75,0.64,200,200,9,0.055
0537,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 64133287,TRUE,28.28%,-61.60%,0.46,21.5,436,44.95%,19.93%,63.61%,15.74%,199.76,59.77,1.82,26.03%,1.64,100.48%,143.99%,100.51%,178.75%,3.17%,1.05%,12.55%,27.36%,17.50%,-61.60%,-40.87%,-36.15%,-16.02%,-13.16%,1.77,0.61,175,200,9,0.055
0536,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 200326118,TRUE,33.98%,-56.49%,0.6,22.98,491,42.16%,23.28%,75.10%,14.49%,186.83,52.82,1.91,27.09%,1.86,100.29%,142.99%,100.30%,173.59%,66.88%,18.61%,17.83%,31.24%,19.87%,-56.49%,-53.23%,-38.47%,-17.69%,-15.98%,1.92,0.69,150,200,9,0.055
0535,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 19941471,TRUE,22.75%,-63.02%,0.36,28.24,308,46.10%,29.52%,87.23%,19.85%,268.54,98.37,1.68,27.49%,1.35,102.41%,160.17%,102.44%,193.82%,28.57%,8.74%,-2.59%,12.86%,8.40%,-63.02%,-52.32%,-47.90%,-23.17%,-23.21%,0.98,0.42,250,175,9,0.055
0534,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 10887679,TRUE,19.83%,-64.11%,0.31,25.54,352,44.03%,18.14%,65.01%,18.73%,244.51,87.08,1.62,27.02%,1.23,102.23%,162.63%,102.27%,195.00%,-13.89%,-4.86%,2.21%,13.40%,8.75%,-64.11%,-51.72%,-44.95%,-20.46%,-19.32%,0.97,0.37,225,175,9,0.055
0533,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 51622785,TRUE,27.19%,-67.21%,0.4,23.62,360,45.83%,24.38%,72.83%,16.62%,229.42,76.16,2.19,25.93%,1.6,99.11%,155.45%,99.13%,201.47%,22.15%,6.90%,9.55%,22.68%,14.60%,-67.21%,-38.78%,-38.50%,-17.72%,-14.79%,1.53,0.56,200,175,9,0.055
0532,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 96421369,TRUE,30.28%,-59.17%,0.51,21.15,422,48.10%,20.57%,60.84%,16.76%,192.67,64.29,2.33,26.35%,1.75,100.23%,141.07%,100.26%,173.09%,42.79%,12.61%,19.35%,27.22%,17.41%,-59.17%,-39.62%,-38.50%,-15.91%,-12.89%,1.9,0.66,175,175,9,0.055
0531,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 184335093,TRUE,33.52%,-59.53%,0.56,22.22,500,48.40%,19.98%,57.31%,15.03%,163.29,53.89,2.18,27.21%,1.84,100.73%,140.39%,100.76%,180.07%,107.70%,27.59%,20.19%,27.75%,17.74%,-59.53%,-42.70%,-33.82%,-16.84%,-13.56%,1.99,0.74,150,175,9,0.055
0530,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 49516223,TRUE,27.11%,-65.00%,0.42,25.1,299,49.16%,34.42%,91.03%,20.33%,266.48,98.53,2.08,27.66%,1.52,100.86%,143.33%,100.88%,185.20%,59.43%,16.82%,6.47%,20.19%,13.04%,-65.00%,-50.13%,-42.41%,-19.93%,-18.36%,1.36,0.52,250,150,9,0.055
0529,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 32555636,TRUE,24.97%,-66.99%,0.37,26.7,340,45.59%,23.58%,74.26%,18.87%,245.98,86.35,1.96,27.21%,1.45,100.14%,163.12%,100.18%,201.66%,6.00%,1.96%,17.69%,23.53%,15.13%,-66.99%,-55.04%,-38.85%,-20.45%,-16.75%,1.22,0.47,225,150,9,0.055
0528,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 85992279,TRUE,29.72%,-64.13%,0.46,23.88,367,45.23%,26.63%,80.24%,17.64%,227.42,77.54,2.26,27.82%,1.65,100.46%,145.25%,100.48%,175.33%,33.13%,10.01%,18.77%,24.47%,15.71%,-64.13%,-46.29%,-40.55%,-18.64%,-17.79%,1.59,0.59,200,150,9,0.055
0527,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 65953832,TRUE,28.40%,-54.27%,0.52,21.48,424,45.99%,19.93%,63.38%,17.07%,193.23,68.98,2.42,26.85%,1.65,101.44%,142.54%,101.47%,169.24%,77.21%,21.01%,28.90%,27.52%,17.59%,-54.27%,-42.19%,-34.52%,-16.29%,-13.47%,1.74,0.65,175,150,9,0.055
0526,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 339051412,TRUE,36.69%,-54.92%,0.67,20.5,477,47.80%,24.18%,67.90%,15.85%,172.82,56.37,2.29,28.02%,1.93,101.14%,144.75%,101.15%,168.53%,105.40%,27.12%,33.54%,34.28%,21.72%,-54.92%,-48.18%,-43.79%,-15.46%,-11.97%,2.37,0.75,150,150,9,0.055
0525,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 38421266,TRUE,25.86%,-61.63%,0.42,22.21,322,45.03%,32.25%,94.18%,18.49%,271.66,84.26,1.93,27.96%,1.47,103.72%,154.11%,103.72%,203.44%,42.24%,12.46%,3.54%,16.77%,10.89%,-61.63%,-40.80%,-40.29%,-17.60%,-16.75%,1.47,0.54,250,250,8,0.055
0524,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 36340140,TRUE,25.50%,-58.45%,0.44,21.67,360,42.22%,28.31%,89.94%,16.74%,259.57,75.07,1.74,27.73%,1.46,102.86%,154.03%,102.86%,199.82%,12.19%,3.91%,-0.44%,16.27%,10.58%,-58.45%,-44.46%,-40.24%,-17.03%,-15.77%,1.5,0.53,225,250,8,0.055
0523,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 72563467,TRUE,28.88%,-58.42%,0.49,18.76,389,44.73%,27.89%,80.60%,14.78%,228.02,63.22,1.93,26.67%,1.65,100.62%,149.95%,100.62%,187.99%,25.12%,7.76%,4.52%,18.85%,12.20%,-58.42%,-39.73%,-39.61%,-14.41%,-12.57%,2,0.63,200,250,8,0.055
0522,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 123424515,TRUE,31.54%,-52.16%,0.6,17.89,468,41.03%,23.02%,75.77%,13.67%,204.26,49.87,1.86,26.94%,1.76,100.80%,153.06%,100.81%,168.41%,45.53%,13.32%,18.04%,23.04%,14.82%,-52.16%,-45.63%,-41.03%,-13.49%,-10.80%,2.34,0.68,175,250,8,0.055
0521,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 77331515,TRUE,29.20%,-50.32%,0.58,18.89,542,39.67%,17.27%,63.97%,13.43%,175.59,46.72,1.76,26.58%,1.66,100.29%,146.23%,100.29%,165.92%,82.17%,22.13%,14.09%,23.49%,15.11%,-50.32%,-47.88%,-40.17%,-14.67%,-13.34%,1.99,0.63,150,250,8,0.055
0520,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 35942310,TRUE,25.54%,-66.55%,0.38,27.22,319,47.65%,31.53%,87.28%,19.21%,262.45,90.4,2.25,28.40%,1.44,102.82%,162.34%,102.83%,194.33%,76.01%,20.74%,7.77%,21.28%,13.73%,-66.55%,-45.71%,-45.31%,-21.35%,-18.85%,1.2,0.49,250,225,8,0.055
0519,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 31688915,TRUE,24.85%,-61.61%,0.4,20.5,358,43.30%,23.91%,78.19%,17.53%,248.65,78.65,2.03,27.18%,1.44,101.86%,155.68%,101.87%,187.23%,56.23%,16.04%,12.23%,19.78%,12.79%,-61.61%,-51.05%,-41.67%,-16.08%,-15.22%,1.55,0.48,225,225,8,0.055
0518,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 69114421,TRUE,28.65%,-59.83%,0.48,20.7,397,47.10%,26.48%,73.54%,15.43%,216.86,63.16,2.15,27.37%,1.62,100.21%,146.91%,100.22%,188.04%,41.69%,12.32%,12.34%,19.39%,12.54%,-59.83%,-41.01%,-38.22%,-16.28%,-14.88%,1.76,0.62,200,225,8,0.055
0517,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 39311809,TRUE,25.89%,-58.04%,0.45,19.14,458,43.01%,17.97%,62.08%,15.33%,195.47,56.34,1.61,25.95%,1.54,100.22%,145.65%,100.25%,173.34%,10.67%,3.44%,7.77%,17.88%,11.59%,-58.04%,-40.14%,-39.55%,-14.71%,-12.98%,1.76,0.56,175,225,8,0.055
0516,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 80906684,TRUE,29.39%,-58.23%,0.5,22.53,514,41.25%,19.02%,66.98%,14.65%,178.34,51.38,1.64,27.53%,1.62,99.97%,146.04%,99.98%,181.43%,40.49%,12.00%,11.22%,22.58%,14.54%,-58.23%,-50.84%,-39.71%,-17.31%,-14.62%,1.7,0.59,150,225,8,0.055
0515,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 51631922,TRUE,27.31%,-52.64%,0.52,17.91,305,51.80%,33.35%,82.92%,19.93%,260.55,93.65,2.72,28.22%,1.53,103.27%,149.67%,103.28%,186.56%,80.64%,21.79%,15.16%,25.15%,16.13%,-52.64%,-44.41%,-42.03%,-14.06%,-12.90%,1.94,0.59,250,200,8,0.055
0514,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 18950594,TRUE,22.42%,-61.59%,0.36,24.02,345,43.77%,22.02%,73.80%,18.29%,257.45,81.91,1.76,26.68%,1.36,101.88%,143.53%,101.90%,171.25%,16.52%,5.23%,2.54%,17.60%,11.42%,-61.59%,-50.69%,-44.23%,-19.45%,-18.18%,1.15,0.43,225,200,8,0.055
0513,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 118061799,TRUE,31.32%,-60.86%,0.51,21.78,362,45.58%,28.69%,81.88%,15.87%,235.24,71.57,2.35,26.42%,1.78,99.68%,142.42%,99.69%,184.93%,37.76%,11.27%,13.78%,26.67%,17.07%,-60.86%,-41.68%,-39.43%,-16.61%,-13.89%,1.89,0.66,200,200,8,0.055
0512,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 52278014,TRUE,27.27%,-61.60%,0.44,21.96,437,43.94%,19.54%,64.59%,15.77%,201.18,60.16,1.74,26.30%,1.58,100.44%,144.95%,100.46%,178.75%,-7.31%,-2.50%,13.69%,25.58%,16.40%,-61.60%,-42.06%,-36.81%,-16.61%,-14.02%,1.64,0.58,175,200,8,0.055
0511,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 159309129,TRUE,32.81%,-56.50%,0.58,23.12,494,42.71%,22.36%,72.30%,14.86%,184.01,51.71,1.84,27.32%,1.79,100.62%,145.41%,100.63%,173.52%,64.05%,17.94%,18.82%,29.02%,18.51%,-56.50%,-52.04%,-39.86%,-18.01%,-17.01%,1.82,0.66,150,200,8,0.055
0510,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 19567559,TRUE,22.66%,-63.02%,0.36,29.22,313,46.33%,29.07%,86.20%,20.24%,264.2,95.7,1.72,28.02%,1.33,102.23%,160.33%,102.25%,193.97%,17.97%,5.66%,-0.85%,14.86%,9.67%,-63.02%,-51.96%,-48.37%,-23.87%,-23.74%,0.95,0.42,250,175,8,0.055
0509,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 11550083,TRUE,20.10%,-64.11%,0.31,26.45,354,44.92%,18.33%,64.09%,18.99%,241.03,85.98,1.6,27.04%,1.24,102.23%,162.63%,102.26%,195.00%,-16.94%,-6.00%,1.22%,13.17%,8.60%,-64.11%,-51.73%,-46.90%,-21.02%,-19.52%,0.96,0.37,225,175,8,0.055
0508,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 35324312,TRUE,25.35%,-66.88%,0.38,24.33,367,44.14%,22.96%,72.90%,16.51%,231.29,74.73,2.05,25.77%,1.52,99.13%,166.55%,99.17%,213.35%,12.84%,4.11%,8.05%,21.83%,14.07%,-66.88%,-41.36%,-38.34%,-18.37%,-15.67%,1.38,0.52,200,175,8,0.055
0507,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 90146883,TRUE,29.94%,-58.42%,0.51,20.85,423,47.52%,20.67%,62.39%,17.11%,192.74,64.82,2.04,26.43%,1.73,100.72%,141.54%,100.76%,173.13%,51.47%,14.84%,19.24%,26.54%,16.99%,-58.42%,-39.16%,-35.63%,-15.78%,-13.03%,1.9,0.67,175,175,8,0.055
0506,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 139839296,TRUE,32.11%,-59.73%,0.54,22.45,503,46.92%,19.79%,59.58%,15.38%,166.53,52.84,1.97,27.31%,1.75,100.39%,140.75%,100.41%,180.29%,99.17%,25.82%,19.29%,26.50%,16.96%,-59.73%,-44.02%,-37.73%,-17.21%,-14.68%,1.87,0.68,150,175,8,0.055
0505,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 56084663,TRUE,27.72%,-67.79%,0.41,26.65,299,49.50%,35.16%,92.72%,21.25%,266.14,98.83,2.06,28.79%,1.51,101.83%,153.76%,101.85%,198.05%,50.68%,14.64%,6.01%,19.92%,12.87%,-67.79%,-51.33%,-43.53%,-20.99%,-18.75%,1.32,0.51,250,150,8,0.055
0504,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 23423739,TRUE,23.40%,-67.47%,0.35,27.82,346,44.22%,22.44%,74.71%,18.99%,245.76,86.35,1.84,27.32%,1.37,100.53%,167.01%,100.57%,196.45%,-3.35%,-1.13%,15.53%,19.60%,12.68%,-67.47%,-54.06%,-40.87%,-21.52%,-18.52%,1.09,0.43,225,150,8,0.055
0503,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 77402792,TRUE,29.19%,-60.22%,0.48,22.28,373,44.50%,25.60%,79.28%,17.45%,224.63,76.59,2.23,27.53%,1.64,100.89%,142.94%,100.91%,177.93%,31.28%,9.50%,18.94%,22.17%,14.28%,-60.22%,-45.41%,-42.03%,-17.63%,-17.34%,1.66,0.59,200,150,8,0.055
0502,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 131803826,TRUE,31.86%,-63.51%,0.5,22.74,418,44.74%,23.21%,72.73%,16.87%,199.32,70.26,2.02,28.03%,1.74,101.46%,147.45%,101.49%,180.51%,38.48%,11.46%,27.10%,27.09%,17.33%,-63.51%,-41.87%,-41.87%,-17.03%,-13.65%,1.87,0.65,175,150,8,0.055
0501,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 161457066,TRUE,32.85%,-57.65%,0.57,24.33,487,47.02%,21.81%,64.73%,16.28%,169.13,55.99,2.11,27.48%,1.78,100.75%,147.64%,100.77%,172.16%,89.46%,23.74%,31.23%,29.38%,18.73%,-57.65%,-56.18%,-43.68%,-18.24%,-14.07%,1.8,0.63,150,150,8,0.055
0500,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 29779356,TRUE,24.63%,-55.31%,0.45,17.82,321,44.86%,30.32%,90.25%,18.44%,273.74,85.68,1.9,26.86%,1.46,103.82%,152.09%,103.83%,192.41%,58.50%,16.59%,4.63%,14.29%,9.31%,-55.31%,-41.18%,-39.39%,-13.94%,-12.20%,1.77,0.54,250,250,12,0.05
0499,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 74499822,TRUE,29.01%,-59.10%,0.49,19.35,349,45.27%,31.29%,87.56%,15.26%,253.74,78.8,2.23,26.15%,1.69,101.86%,153.57%,101.87%,199.42%,27.19%,8.35%,6.36%,19.32%,12.50%,-59.10%,-43.75%,-39.39%,-14.59%,-12.24%,1.99,0.61,225,250,12,0.05
0498,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 59556123,TRUE,27.91%,-56.50%,0.49,18.68,369,46.34%,28.11%,77.26%,14.34%,231.66,66.76,2.25,25.92%,1.66,99.89%,141.56%,99.90%,179.06%,44.63%,13.09%,3.65%,19.42%,12.56%,-56.50%,-40.97%,-38.09%,-14.60%,-12.76%,1.91,0.62,200,250,12,0.05
0497,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 75793456,TRUE,29.10%,-43.17%,0.67,15.45,444,44.59%,22.27%,67.02%,13.75%,200.18,55.48,2.02,24.70%,1.78,100.06%,139.45%,100.07%,155.52%,75.57%,20.64%,12.64%,20.31%,13.12%,-43.17%,-36.19%,-36.00%,-11.94%,-10.06%,2.44,0.76,175,250,12,0.05
0496,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6721,AUD 135309779,TRUE,32.01%,-57.69%,0.55,20.56,517,39.85%,19.53%,67.84%,12.47%,183.57,48.98,2.02,26.29%,1.8,100.26%,149.24%,100.26%,186.29%,125.61%,31.15%,12.42%,22.60%,14.55%,-57.69%,-49.40%,-43.50%,-15.60%,-13.05%,2.05,0.64,150,250,12,0.05
0495,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 26911356,TRUE,24.15%,-67.44%,0.36,27.6,323,43.34%,28.70%,90.01%,18.21%,275.6,87.14,2.19,27.26%,1.41,102.60%,163.68%,102.61%,200.27%,86.82%,23.16%,8.84%,18.76%,12.15%,-67.44%,-49.83%,-39.11%,-21.94%,-19.86%,1.1,0.46,250,225,12,0.05
0494,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 32978933,TRUE,25.04%,-57.98%,0.43,19.15,353,44.48%,23.42%,72.68%,16.03%,248.31,78.78,2.28,25.14%,1.56,101.85%,154.27%,101.87%,171.30%,58.27%,16.54%,8.52%,19.40%,12.54%,-57.98%,-47.70%,-37.76%,-14.91%,-13.12%,1.68,0.52,225,225,12,0.05
0493,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 64565224,TRUE,28.31%,-61.92%,0.46,19.06,377,47.75%,26.84%,73.31%,15.61%,218.46,68.92,2.24,26.59%,1.63,100.29%,154.78%,100.30%,199.48%,69.27%,19.18%,8.52%,16.45%,10.68%,-61.92%,-40.46%,-38.71%,-14.79%,-13.50%,1.91,0.6,200,225,12,0.05
0492,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6717,AUD 46407622,TRUE,26.69%,-46.16%,0.58,14.89,442,44.80%,18.81%,58.77%,13.61%,195.87,60.58,1.96,23.93%,1.69,100.03%,138.80%,100.06%,163.48%,30.04%,9.15%,7.85%,20.25%,13.08%,-46.16%,-35.21%,-33.92%,-11.46%,-9.70%,2.33,0.69,175,225,12,0.05
0491,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6724,AUD 94229656,TRUE,30.15%,-55.63%,0.54,22.11,516,41.28%,18.77%,64.45%,13.34%,179.7,50.22,2.02,25.98%,1.73,100.15%,153.37%,100.17%,165.60%,116.18%,29.30%,9.50%,24.95%,16.01%,-55.63%,-45.78%,-43.20%,-17.19%,-14.99%,1.75,0.63,150,225,12,0.05
0490,newStrat Backtest Stats,1991/01/02 - 2018/12/31,6692,AUD 56883197,TRUE,27.78%,-61.92%,0.45,23.87,304,51.64%,33.27%,81.38%,18.12%,256.85,93.12,2.39,26.97%,1.61,101.32%,141.03%,101.33%,166.65%,71.37%,19.67%,6.02%,20.76%,13.40%,-61.92%,-45.97%,-43.26%,-18.72%,-16.87%,1.48,0.55,250,200,12,0.05
